Oil Production (stb/day),Gas Volume (scf/day),Water Production (stb/day)
2172.171826666667,1839232.3699999996,2942.715696666668
1962.4931041666673,1666063.8369166665,3389.793695833335
185.71277416666666,156192.0894416667,95.76577416666667
236.16958166666666,206887.27840833334,188.4436825
134.10856583333333,108108.77689166667,0.0
392.3476608333333,322953.7549,2.522814166666667
97.48294416666667,83961.058825,9.82498
137.14611166666666,112842.512775,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
968.3774741666672,809200.7766750009,2219.190100833332
878.1259333333328,760592.1942416668,2833.6554833333357
973.8083649999994,843330.8758416666,3245.0068066666695
1877.8999425000006,1605927.4305583346,3993.069168333331
1988.5185033333332,1684264.3874833332,4461.535264166664
1940.376940000001,1643307.794875,4264.661409166663
1997.9734216666673,1694782.3048833336,4088.578625
2003.7261508333345,1708958.4789500004,3918.758584166668
1931.2590608333337,1644248.3927916666,3677.358867500001
1939.4161425000011,1665637.4746916676,3099.3660500000015
1979.7947975000013,1694693.495966667,3031.924670000001
1848.6184200000002,1578967.482100001,2531.9294250000007
1570.6743275,1359453.0053916674,2277.128863333334
1505.5591991666663,1315728.5986166673,2283.802553333333
1460.1543099999997,1270901.3315916667,2250.130610833332
1532.1606574999994,1335055.7928083332,2435.308735
1558.3501208333328,1355118.3007083328,2456.2617733333336
1762.8621324999995,1529695.706833333,2253.6991374999993
1860.0981941666657,1602557.8985083334,2211.890555833332
1811.3700883333322,1573707.417366667,2283.8948066666658
1938.292329166666,1664039.8643833331,2319.6969624999997
1940.6175324999988,1660710.1212833333,2270.8834175
277.87175750000006,231824.0073666667,86.27626083333332
192.29473500000003,164961.24189999996,261.25934333333333
144.44670499999998,126260.42224999999,247.39251416666667
97.88131083333333,84835.863425,67.53415749999999
87.37858333333334,73611.40181666666,67.64056333333333
371.2772091666666,309840.04611666664,42.3175475
123.71067166666667,107335.93634166667,44.90850333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
38.00208333333333,32048.634666666665,0.5089658333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
446.55697750000013,395875.98301666655,813.6948424999998
487.69357750000006,432737.2873083332,798.1129399999999
525.8943200000001,466589.793158333,809.3788541666665
1267.539309166667,1068871.5332166674,1921.740194166665
1214.5837991666663,1038441.9977666672,2594.9819575000006
1284.825801666666,1085948.0817750006,3306.2855591666685
1582.5204941666666,1339672.520958334,3960.0209841666674
2095.638775833335,1756535.9660333344,5096.433187499998
2132.185248333334,1787027.2264750008,5509.872790833332
2145.4084008333334,1795477.078666667,5494.345401666666
2002.7616841666677,1683885.59495,5038.81836
1669.7056599999996,1416351.4133500005,3916.418704166668
1707.5934749999992,1440914.147633334,4051.677815833334
2151.3210008333344,1797245.749866668,4956.072361666665
1735.057711666666,1461056.1629000008,3812.7112808333345
1710.3060374999995,1443680.573333334,3769.8161016666677
1814.032330833333,1528827.4709416672,3880.715091666668
1719.287633333333,1460697.0089333334,3901.772963333335
1747.4390524999994,1473895.5759750006,3520.8631433333353
1756.750873333333,1479858.2225250006,3708.8261650000013
1113.1863783333336,939048.6643833333,1964.8162108333336
1228.632514166667,1036275.7632583332,1856.7954200000006
169.8158475,146759.69705000002,386.68823333333336
131.51865833333335,113026.496375,104.04655916666667
73.90383083333333,63581.99229166667,136.38030416666666
105.2269825,89080.75608333334,159.09716333333333
162.75846749999997,141880.5281083333,253.38216666666673
119.87639249999998,106559.88349166665,357.81923000000006
122.39815833333331,106957.28206666667,270.3635941666667
100.82240999999996,88735.09848333334,177.47864
107.2707083333333,94419.21038333332,202.4011925
67.88377666666668,64499.936433333336,196.2044941666667
57.245290000000004,53841.86332500001,176.16403000000003
47.38990833333334,43968.229758333335,169.329945
36.75142166666667,33310.156650000004,149.28948083333333
31.823730833333336,28373.339866666673,145.87243833333332
1005.083293333333,892024.4341750003,876.4229158333329
1461.1879666666666,1238293.0183999997,2573.3747591666674
1384.8158349999997,1184934.5120916667,2940.1394175000023
1510.513622499999,1281378.7775416672,4118.094974166667
2148.0412900000006,1790145.1989916675,5859.826899999999
2206.399910000001,1838959.0921083342,5777.145374166665
2185.560615833334,1826527.6146583343,5849.614560833332
2157.4705241666666,1803236.0922083345,5529.576215833333
2192.8009300000003,1831647.0236333343,5050.769359999999
2070.587278333334,1733795.1324083337,4659.5743416666655
1885.9060641666667,1585854.576816667,4330.931276666668
1724.8532349999994,1451048.7070333334,3519.442127500002
1696.340665,1429328.958266667,3363.170222500002
1731.6674016666664,1458966.9176916673,3330.349002500002
1767.0135324999997,1489599.5840500009,3627.054068333335
1872.7924624999998,1573342.7065583344,3538.257614166668
1800.9129633333328,1523776.2762750008,3827.894292500002
1982.822908333333,1675267.8471666677,3243.1853275000026
2007.8502941666663,1687942.9916916676,3281.8504816666696
1929.9743283333326,1621564.3186250005,3510.4217433333347
1857.083187499999,1557507.088350001,2840.607505833336
928.905103333333,769691.8370666667,1417.8089816666668
363.31511750000004,307522.9099833333,1060.7214883333331
290.32543333333325,249533.45844999998,994.0878491666666
351.3709316666666,323457.7329916667,1420.8140291666662
647.8144383333332,549963.8041833334,2010.925055833333
54.989800833333334,50141.028975,180.88834416666668
62.435588333333335,52194.49469166667,55.805928333333334
44.34030666666667,38174.66726666666,41.582141666666665
94.290245,78315.18270833332,36.717875
30.642783333333334,27535.32375,228.35582916666667
23.93711916666667,19599.039491666663,218.44593416666666
78.77858083333332,70911.71665,226.00336916666666
23.614232500000004,21090.843966666667,11.406390833333335
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
19.46964666666667,16938.466725000002,21.195727499999997
19.46964666666667,16938.466725000002,21.195727499999997
2093.010604166667,1778795.6489416664,2182.737978333333
969.5426966666662,825648.5616333336,2868.3422125000006
939.8376474999998,797099.2600916667,3067.956410833335
1159.411588333333,977772.6731916665,3313.848760000001
1248.7400716666662,1047858.7669666673,5453.545840833334
1586.4842424999995,1323894.880025,6726.285931666662
1971.7525083333348,1647036.177933334,6318.377859166662
2047.19372,1695288.8422333335,5982.5977408333265
2096.4098249999997,1732407.3658583341,5928.372174999995
2299.2230125000006,1902600.5825500006,5812.063260833331
2391.444371666666,1976176.963825001,6304.244753333333
2197.32344,1823748.2868083331,5172.779110833332
2320.091135833334,1925134.2081166662,5124.181522499998
1918.2749283333321,1597705.1604083336,3694.6563675000016
1907.5331808333322,1587924.012841667,3470.995499166668
1736.3922399999994,1454085.8101916672,3291.657640000003
1746.6926391666664,1466031.7743833337,3499.32251416667
1786.935010833332,1497378.0949583338,3477.3557375000028
1915.1603299999992,1611420.1223583338,3352.757651666669
1930.5011158333323,1613048.125966667,3771.2607050000024
1765.325191666666,1473615.8205333338,3537.1757341666694
801.0734333333332,671831.2032083333,1639.7888475
191.6431958333333,159662.37360833335,677.5131975000002
177.91474666666667,151262.70329166666,529.9681433333334
188.64548666666667,164866.06427499998,737.3394841666668
87.84613999999998,75575.58500833334,357.0544708333335
119.97283916666666,103873.26226666669,530.0069316666669
141.53391083333335,125493.87098333337,707.9379274999999
104.8715975,91178.90865833333,822.2052124999999
93.09776583333333,80412.88226666668,694.2241549999999
62.85596999999999,54267.069475,634.3842399999999
75.62938749999999,61860.19066666667,340.5316891666667
27.54443416666667,24920.752766666665,190.93923999999998
15.8366475,15397.106933333333,55.858345
14.755815833333333,9204.801524999999,123.81498083333334
195.78149166666662,164234.62964166666,187.24701
7231.130242500003,6007054.444199999,4245.785119166667
6768.459333333334,5636682.855299999,4076.1364808333324
6733.020949166669,5608437.4838166665,4059.8878383333326
6698.388733333335,5581545.149566666,4036.036158333333
6696.2082,5581652.941058333,4030.809692499999
6663.444638333333,5557920.954033332,4059.8600575
6487.4069325,5416639.752266667,3998.304545
6384.605269166666,5331040.655775,4097.378859166667
6175.442850833334,5152399.331300002,4025.4333150000007
6249.468812500001,5210268.1068416685,4050.146200833333
6242.096408333334,5203488.421200003,4050.0518508333325
6330.304747500001,5267918.931358336,4107.921423333332
6433.179270000002,5355598.021516669,4221.708047499999
6482.747615000002,5391271.271950002,4262.974640833333
6550.555387500001,5438990.338508334,4290.4388775
6627.454306666669,5490608.057675,4434.789135833333
6548.905835000002,5425465.037608335,4394.643210833334
6332.239446666669,5249556.294958335,4306.480474166666
6303.900375833334,5229172.551175002,4338.767568333333
6206.064143333336,5150745.338033335,4310.571070833333
6186.560425833334,5136510.095300003,4354.857388333332
6140.809062500001,5089986.366166668,4643.143813333332
6220.732423333335,5152313.281666668,4790.513795833332
6210.314610833335,5140445.924691669,4852.419451666665
6210.188286666668,5142175.230508337,4712.150354999999
6205.966648333334,5145227.286158336,4705.262280833331
6199.974899166668,5139744.913758335,4487.928104166666
6201.940524166669,5142008.99104167,4484.1362825
6180.359010000002,5134147.148600002,4535.402403333333
6199.329650000002,5142286.440216671,4638.803189166666
6209.887939166671,5168418.091825004,4895.857143333333
6017.691223333336,5024171.328233334,4636.067039166666
6044.546378333336,5049223.711758335,4634.153830833332
6055.676533333335,5054928.332958335,4704.400550833335
6016.014938333335,5029198.513016667,4709.134824166668
5979.818085000003,5000885.515558334,4784.232706666667
5782.258095833336,4834153.613891666,4442.582445833334
5780.143083333335,4833670.277466666,4442.5751075
5774.122505000002,4830599.218649999,4362.513890833332
5769.455325000001,4830809.809625,4366.499129999998
5794.728545000002,4844264.242833333,4136.737485833332
5772.023217500002,4829397.433091667,4252.097658333333
5868.7277741666685,4906392.392858333,4656.679893333333
5949.015955000002,4962959.495608334,4661.608108333333
6018.337520833336,5021551.223975003,4757.595080833333
6085.4245641666685,5077021.293916669,4684.278840833332
6102.344140000001,5090905.595816669,4746.177682499999
6103.163412500001,5090766.4226250015,4646.1011616666665
6124.533687500001,5098315.871833335,4660.544049999999
6110.734475833334,5087278.4002083335,4854.882510833332
6119.429876666668,5091177.9912083335,4861.973437499999
6154.259703333335,5119974.781050001,5002.758314166665
6157.691946666669,5125627.493600002,4931.572287499998
6176.094390000001,5142089.678016668,4890.3245641666645
6110.312521666667,5090732.825850002,4662.607169999999
6057.519503333335,5045459.958100002,4720.244536666665
5003.594884166669,4159181.9461833336,3891.176934166666
40.681099166666655,34213.754283333335,85.38989500000001
46.75881166666666,39411.88814166667,85.09531333333334
66.82810499999998,56987.764025000004,45.94845
53.236987499999984,44940.015224999996,85.09531333333334
2169.647964166666,1939985.6829500014,979.2518358333339
5948.534770000002,4963456.931408332,4875.206549166666
5984.591146666667,5020805.3409,5261.506899166667
6259.162750833335,5249575.651175001,5452.174620833333
5856.051327500003,4898082.3904249985,5200.934723333333
6292.186299166669,5273299.116175002,5391.2449633333335
6344.648044166668,5308836.976400002,5459.278651666667
6335.9909075000005,5298367.999508334,4965.627395833333
6301.0185075,5269165.462608335,5019.079815833333
6318.486361666667,5283719.33785,5035.738356666667
6362.6956266666675,5318227.5353500005,5214.019495833332
6305.844510000002,5268224.758825002,5176.816766666668
6345.3132116666675,5301753.010641669,5195.19405
6329.0750525,5295341.771691667,5113.022538333333
6326.888229166668,5289525.9084250005,4883.684944999999
6397.288530000001,5344389.277266667,5135.194788333333
6370.4915575,5317891.902891668,4958.19943
6374.868349166668,5336874.6043833345,4961.568773333333
6373.372901666667,5337013.127466668,4961.940931666668
6380.547170833333,5347153.693750002,4972.665381666667
6399.799288333334,5367804.026133333,5142.057178333333
6396.770653333335,5359526.890958333,4917.423980833332
5645.442209166669,4749823.770066666,3836.3538183333326
6387.124938333336,5353617.897466665,5236.221099166664
6410.266896666669,5370110.048641667,5129.227674999999
6397.528074166671,5360748.332733333,5110.892849166666
6390.056078333337,5362142.950425,5197.215760833333
6375.640446666669,5348478.894049999,5220.9657524999975
6387.624469166671,5347691.403999999,4925.981001666666
6391.53370416667,5354051.769766664,5149.210480833334
6411.531710833337,5391349.714466666,5166.265291666667
6237.6163558333365,5238719.136166668,5419.085551666666
6249.565783333335,5236108.909983337,5478.508230000001
5421.2797133333315,4594899.044775,5434.663260833335
5368.683257499998,4555476.881391668,5189.4156366666675
5303.351124166666,4463488.011291669,5115.651234166663
5394.783612499998,4534110.718016668,5280.512134166665
5182.930646666666,4362460.599725002,5230.411235833332
5181.156866666668,4360204.120766669,5350.358390833332
4349.354686666667,3700727.7793,6305.0598325
4158.818006666669,3528217.3147000005,5295.938883333335
4134.260798333335,3506671.0977916666,5231.540290833334
4232.273150833335,3585338.465658334,5560.339033333335
5872.856635,4934289.559258333,5093.200127499999
4446.318181666667,3751119.735383334,4826.367844166667
4461.66683,3757802.0253833337,5377.891293333333
4244.5748183333335,3584211.118975,5347.202907500002
4265.972874166668,3599927.787983334,5317.890459166668
4245.323852500001,3585030.52905,5282.237166666669
4303.668844166667,3629620.2359,5508.3610941666675
4289.5960175,3616550.528566667,5464.703776666668
4292.192739166667,3612840.866275,5245.816494166668
4394.340766666665,3694247.37,5298.869499166668
4407.812374166666,3709148.582533334,5276.929979166669
4443.698396666666,3738476.631491668,5259.314310000002
4416.278714166666,3716306.4135416676,5248.2266125000015
6018.487956666668,5031220.997108332,4376.458296666666
747.2048249999999,663047.816025,602.8367450000002
635.4561608333332,547476.869175,392.78167083333335
889.8075116666665,771121.0281666663,574.9772866666666
6080.752142500003,5160821.778933334,6457.421978333333
878.5924416666668,784805.8938916666,684.3415166666667
838.8475041666666,753026.6247000002,582.1468383333334
1605.1786466666663,1368312.0757749998,1739.2442308333334
3420.0664174999993,3119523.0632833345,1115.7872933333333
6576.737512500005,5574799.604941664,3312.4717741666655
5265.128890833337,4457566.703983335,3893.5755208333335
5544.947927500003,4674814.5500833355,4618.640069999998
4724.737693333337,3972216.1875416683,4298.978076666665
4616.620980000004,3888839.999708334,5086.974599999998
4385.695161666668,3705220.1250249995,5778.323176666667
4369.57389166667,3688653.746775,5560.388829166666
4240.558653333335,3576014.9355250006,4944.5244458333345
4357.948399166669,3677247.5313083334,5534.836752500001
4577.838936666669,3847589.319816667,5104.969241666665
4550.844353333336,3829864.1602416676,4768.230946666667
4618.995979166669,3882760.439525001,4754.2823475000005
4616.965357500003,3870126.5195166687,4337.825116666666
4616.616262500002,3869899.9376416686,4337.138458333333
4470.335498333337,3768251.013650001,5279.439165
4388.5209441666675,3697343.7212666674,5185.472855
4401.461570833334,3711070.994058335,5452.980265
4535.039155833336,3806890.0818333356,4295.026908333332
4640.69333416667,3895504.672033335,4926.758340833332
4694.626415000003,3928812.4518166683,5050.349502499999
4699.65736666667,3931581.3955833344,4878.655565833334
4698.70285916667,3932046.0288916677,4758.891345000001
4707.8721066666685,3939419.210491669,4745.167089166668
4706.601526666668,3942758.219841668,4694.0718466666685
4717.314969166669,3953542.075675002,4701.351473333334
4682.752991666668,3931148.302825002,4831.36158
4673.900865000002,3940456.645133334,5009.668403333332
4578.415520000001,3851461.023825,5177.544309999999
4556.089165000002,3833682.7495416673,5472.878679999998
4545.005660833336,3823804.30635,5426.799188333332
4370.7370175000015,3694089.6261333334,6001.089816666668
4404.700396666669,3718747.6439416674,6131.251931666668
4377.931729166668,3698644.670475,6077.617625833333
4447.23023166667,3753527.733775,5867.128541666664
4585.487576666668,3858592.321033334,5200.2789908333325
5973.350916666669,5066708.028208336,6449.476135833333
5259.114078333335,4446586.362591667,5460.87211833333
4838.553146666668,4071362.006108336,5238.319862499998
4612.41978416667,3881101.527783334,5597.626153333332
4329.571588333335,3656941.453408333,5820.188368333334
4347.354466666668,3666572.331816667,5992.968902499998
4412.824980000002,3717469.101433334,5885.290392499999
4421.031857500002,3722731.8990083337,5843.696195
4431.453863333334,3729540.2717833337,5855.339509166667
4420.414913333335,3723559.1898083333,5982.010150000001
4412.541930000002,3717953.3909583334,5954.953715
4380.206088333335,3693818.539741666,5918.195479166666
4379.816108333335,3687520.8814833337,5819.868626666666
4460.7511108333365,3749206.566600001,5987.837834999999
4542.773759166668,3814422.6429583337,5948.971925
4547.336630000002,3819880.417141667,6031.6534508333325
4496.901313333336,3785679.0619833334,6380.015665833333
4508.957670833335,3793262.637466667,6206.141195833335
4684.404640833336,3934065.209483333,6405.254814999999
4739.585762500002,3971773.9549916666,6080.308697499999
4814.4152716666695,4038272.8391916663,6299.088001666665
4844.014439166669,4084404.008791667,6151.640966666665
4857.71248666667,4095210.4831000003,5999.410386666667
4182.8426616666675,3564221.646949999,6732.8458775
4137.7459825000005,3517903.119658333,6665.715852499999
5186.238662500002,4420127.985900001,5293.139309166667
5287.438472500002,4520477.50225,7735.884396666662
4086.923306666668,3473666.4745833324,7134.4990691666635
4009.149553333334,3408909.0746333324,7002.0625949999985
4055.2851308333334,3439551.636758332,7034.125869999998
4048.295368333334,3442277.8175166664,7316.49759833333
4048.867234166667,3447728.275775,7182.978195833331
4035.808670000001,3435541.998008333,7277.30932583333
4099.502782500001,3481211.499408333,7542.238884166664
4124.796445000001,3499675.805691667,7382.231243333332
4599.351260833336,3912467.6546416655,6812.241926666665
4257.526976666667,3621173.2577749994,7027.759341666668
4259.935522500002,3623864.9563166643,7180.911930833331
4250.512054166668,3615297.3697333313,7322.537570833331
4161.805232500002,3538477.0625916654,7278.602444999998
4121.068571666667,3501939.035699999,7463.384299166666
4111.068520000001,3499282.581275,7416.9551883333315
4183.574398333334,3555137.844916666,7605.0586866666645
4279.879540000001,3634293.8294583326,7199.744190833332
4215.899756666668,3570046.3027333324,7209.925079999999
4114.102396666667,3488428.343124999,7151.995752499998
4120.977890833335,3495523.5695916656,6966.018798333333
4573.648224166669,3880895.3817166663,6514.585498333333
4488.231596666668,3819469.754658333,6458.228146666665
4113.664193333335,3492540.195974999,6969.0102175
4093.187098333335,3472880.1698499992,6750.2849025
4109.868178333336,3484073.814558333,6880.484233333331
4107.643090833335,3485046.9061833317,6957.3254941666655
4076.3671141666678,3461000.8315249993,6793.226732499999
4028.735565000001,3433344.090549999,7072.904768333332
3970.3418258333336,3382612.5219916645,6876.5639908333305
3983.780410833334,3396227.579024998,6745.882426666665
4363.910795000002,3729897.649066665,6771.41720583333
4031.264669166667,3442043.4960249974,6788.618783333331
4041.3653608333334,3429158.828416666,6327.997890000001
4366.147414166668,3696936.577083334,8040.179395833331
4373.334263333334,3709553.941324999,8459.945690833332
4472.316848333335,3807374.5479166675,9029.028723333335
4637.967143333337,3936941.5858833333,9713.346128333334
4585.426773333338,3883972.053216666,9492.456004999998
4599.205542500003,3898408.9118999997,8931.787944166666
4684.705512500003,3972278.5067416662,9740.287246666665
4668.713711666671,3954176.137241667,8973.344925833333
4578.03392666667,3886771.766849999,8676.687559166665
4632.174053333337,3924887.3654583325,8820.123146666667
4680.226508333336,3962565.6882499987,8778.554633333331
4745.892535833335,4009732.148033334,9500.763522499998
4675.815645833337,3955207.7680333327,8659.231760833332
4735.759345833334,4002454.691216666,8337.1009425
4692.916583333335,3964250.0542416666,8131.715144999998
4675.96922666667,3952301.5130916657,8595.928676666665
4685.98447916667,3960738.689641666,8780.054274166667
4673.103607500002,3944510.888416666,8981.9485975
4640.688616666669,3917698.058558334,9616.16091083333
4891.802190000002,4120622.556024999,9965.833542500002
4924.649094166669,4149967.3636583323,9853.665020833332
4882.884542500002,4116398.2874083323,9480.515488333334
4747.649018333335,4019517.8228,9666.299549166666
4985.984980833336,4202610.474391664,8801.062349999998
5292.471520833335,4444539.748049997,9984.343439999999
5269.0449400000025,4421964.995074998,10052.780736666666
5322.289265833338,4464779.912049997,10045.430871666666
5347.8948075000035,4489290.652374998,10004.986171666666
5392.887701666669,4521400.532566665,9956.59458083333
5256.116369166668,4430819.05873333,10394.130125833335
5264.2121233333355,4435229.814324998,10241.809389166669
5204.660500000003,4385170.960749997,9999.976186666667
5303.564984166671,4461981.613374997,10058.734745833333
5203.82759916667,4381387.130241663,9672.690713333333
5217.574918333336,4357894.87728333,9822.446178333332
5185.700343333335,4297499.921883331,10065.541574166667
5084.95288916667,4225299.499366663,9979.72867666666
4984.5162658333375,4133095.010983331,10369.239547499998
5513.916736666668,4469186.084474998,11394.095979999996
5592.874582499999,4609367.623674999,11625.171185833331
5740.770304166669,4736677.2089083325,11549.847911666666
5670.202270000001,4681477.851724998,11639.477790833334
5748.478175000002,4743790.961966665,11393.917239166663
5657.750166666668,4669800.220449998,11739.704223333334
5600.022643333333,4621861.732024998,11740.497287500002
5624.589286666665,4639158.808508333,11778.07112666667
5643.728708333333,4649452.979833332,11824.870823333335
5680.357999166668,4705403.612191664,11669.867925833336
5624.432036666667,4666102.957291665,11795.9625075
5676.195591666666,4746476.453583332,12124.8005625
5504.4356099999995,4623438.265308333,12275.140473333335
5502.487806666667,4639351.431766667,12251.584423333332
5505.995529999999,4637475.654516666,12261.4382325
5457.841910833334,4612951.179516667,12237.594414999998
5404.937245000003,4585473.147558332,12481.732902499998
5403.522519166668,4586028.5725,12700.878599166666
5406.4861575,4588252.737249999,12694.795645
5373.147060833335,4561126.131549999,12588.579560000004
5368.723094166668,4561738.707158333,12595.397920000001
4852.641698333335,4108832.326566666,11343.3592675
5344.458895,4538897.986358332,12509.18298666667
5232.557174166666,4450058.520433333,11784.363747500003
5249.574244999999,4465510.415958333,11910.72722666667
5256.353816666667,4468690.372333334,11898.091140833336
5091.7031075,4332761.497741666,11390.466125833336
5087.578964166667,4326925.163416665,11395.461434166673
5113.310305833334,4344311.510683332,11389.808820833336
5135.532351666666,4358440.485708332,11380.02262916667
5167.490793333332,4387889.6077833325,11393.214855833336
4609.727664166666,3902774.3392916666,10380.335107500001
2113.5338258333322,1915221.6268833324,1623.332635000001
2897.9345658333327,2463115.8950333316,4368.539710833334
2773.8270999999995,2339941.919458333,8366.322185833336
2777.4726791666662,2345630.4879833334,7430.834073333334
2068.0041849999993,1802208.3121500001,4094.43147
2173.934599166665,1967656.5292833322,1933.382460000001
2086.952809999998,1902517.2657249991,1401.8816533333336
2462.5554424999987,2082440.1508166657,6305.264781666669
3166.5516366666657,2658096.9835250005,9922.606041666671
3380.2989408333315,2834751.9652333334,10977.793378333336
4021.9670008333323,3362883.6931083333,10787.530313333338
4163.663927499999,3485781.649158333,11038.136493333335
4367.465693333334,3646682.093783333,10902.4176875
4381.598799166665,3660956.7401416665,10961.553122499998
4303.350150833334,3621685.016524999,10919.809537499998
4372.126059166668,3683269.178816667,11096.516080000001
4378.813901666668,3674239.665324999,11055.549310000002
4384.226970833334,3675846.491933332,10656.351839166668
4420.941176666666,3716899.6771083325,10649.7483875
4397.355773333334,3679291.454233333,10386.803324166664
